collection_no,lng,lat,n_occs,early_interval,late_interval,max_ma,min_ma,cc,formation,stratgroup,member,zone,lithology1,environment,collection_size
196047,52.066666,52.713333,2,Induan,,252.17,251.2,RU,Kopanskaya,,,,sandstone,prodelta,
196048,52.18,52.811111,2,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196049,52.18,52.811111,1,Induan,,252.17,251.2,RU,Kopanskaya,,,,sandstone,delta plain,
196050,52.096668,52.863335,1,Induan,,252.17,251.2,RU,Kopanskaya,,,,conglomerate,"""channel""",
196051,52.095833,52.868332,2,Induan,,252.17,251.2,RU,Kopanskaya,,,,claystone,delta plain,
196052,52.092499,52.866669,3,Induan,,252.17,251.2,RU,Kopanskaya,,,,sandstone,"""channel""",
196053,52.082222,52.863888,3,Induan,,252.17,251.2,RU,Kopanskaya,,,,sandstone,"""channel""",
196054,52.082222,52.863888,2,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196057,51.73111,52.855831,3,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196058,51.764721,52.809723,2,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196059,51.779167,52.797222,4,Spathian,,251.3,247.2,RU,Gostevskaya,,,,sandstone,"""channel""",
196078,51.734165,52.810001,4,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196079,51.728889,52.81139,2,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196080,51.716946,52.81139,1,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196081,51.644722,52.763611,2,Olenekian,,251.2,247.2,RU,Kzylsaiskaya,,,,sandstone,"""channel""",
196082,51.65139,52.7575,1,Spathian,,251.3,247.2,RU,Gostevskaya,,,,sandstone,"""channel""",
196083,51.330002,52.718334,3,Olenekian,,251.2,247.2,RU,Kzylsaiskaya,,,,conglomerate,deltaic indet.,
196084,51.315277,52.496666,1,Olenekian,,251.2,247.2,RU,Kzylsaiskaya,,,,sandstone,"""channel""",
196085,51.174721,52.4175,3,Spathian,,251.3,247.2,RU,Gostevskaya,,,,sandstone,deltaic indet.,
196086,51.068611,52.499443,3,Smithian,,251.3,247.2,RU,Staritskaya,,,,conglomerate,"""channel""",
196087,50.870277,52.506943,4,Smithian,,251.3,247.2,RU,Staritskaya,,,,sandstone,"""channel""",
196088,50.432777,52.850834,2,Induan,,252.17,251.2,RU,Kopanskaya,,,,sandstone,"""channel""",
196091,51.147778,52.172779,1,Spathian,,251.3,247.2,RU,Gostevskaya,,,,conglomerate,"""channel""",
196092,50.483055,52.448612,1,Induan,,252.17,251.2,RU,Kopanskaya,,,,sandstone,deltaic indet.,
196093,46.737499,56.207222,1,Lopingian,,259.9,252.17,RU,Putyatino,,,,not reported,terrestrial indet.,
196094,131.884995,42.988056,1,Smithian,,251.3,247.2,RU,,,,,not reported,marine indet.,
196151,84.932503,45.673332,2,Carnian,,237,228,CN,Baijiantan,,,,mudstone,lacustrine - large,
196165,52.117779,53.475277,1,Late Severodvinian,,265,254,RU,Malokinelskaya,,,,marl,lacustrine indet.,
196166,104.491112,24.975555,4,Longobardian,,242,235,CN,Gejiu,,"""4th""",Regoledanus,dolomite,marine indet.,
196167,-109.678574,37.274326,4,Late Triassic,,237,201.3,US,Chinle,,,,mudstone,"""floodplain""",
196168,11.64,49.985558,3,Pelsonian-Illyrian,,247.2,242,DE,Meissner,Muschelkalk,,Atavus to pulcher,not reported,marine indet.,
196200,-117.539444,40.001389,1,Anisian,,247.2,242,US,Favret,,Fossil Hill,,not reported,marine indet.,
196325,23.943333,-31.400557,1,Lopingian,,259.9,252.17,ZA,,Beaufort,,,not reported,terrestrial indet.,
196326,23.748611,-32.25639,1,Lopingian,,259.9,252.17,ZA,,Beaufort,,,not reported,terrestrial indet.,
196336,-101.330833,32.219444,1,Late Triassic,,237,201.3,US,Colorado City,Chinle,,Otischalkian,mudstone,terrestrial indet.,
196354,-101.440277,33.452499,4,Norian,,228,208.5,US,Cooper Canyon,Dockum,Dec-13,,"""siliciclastic""",terrestrial indet.,
196355,-105.232498,35.154999,1,Anisian,,247.2,242,US,Moenkopi,,Anton Chico,,mudstone,pond,
196384,-68.228333,-29.371944,1,Carnian,,237,228,AR,Ischigualasto,,,,not reported,terrestrial indet.,
196394,29.692499,-28.967222,1,Early Triassic,,252.17,247.2,ZA,,,,,not reported,terrestrial indet.,
196395,29.766111,-29.804167,1,Early Triassic,,252.17,247.2,ZA,,,,,not reported,terrestrial indet.,
196490,26.333332,-31.833332,1,Early Triassic,,252.17,247.2,ZA,,,,,sandstone,terrestrial indet.,
196506,104.788498,25.1646,3,Longobardian,,242,235,CN,Falang,,Zhuganpo,,lime mudstone,marine indet.,
196507,104.788498,25.1646,2,Longobardian,,242,235,CN,Falang,,Zhuganpo,,"""limestone""",marine indet.,
196508,104.788498,25.1646,3,Longobardian,,242,235,CN,Falang,,Zhuganpo,,lime mudstone,marine indet.,
196509,104.788498,25.1646,3,Longobardian,,242,235,CN,Falang,,Zhuganpo,,lime mudstone,marine indet.,
196510,104.788498,25.1646,3,Longobardian,,242,235,CN,Falang,,Zhuganpo,,lime mudstone,marine indet.,
196513,8.3094,52.1007,1,Pelsonian-Pelsonian-Illyrian,,247.2,242,DE,Osnabrück,Lower Muschelkalk,"""Basal Upper Terebratula""",,not reported,marine indet.,
196533,24.518612,-31.71139,2,Early Triassic,,252.17,247.2,ZA,Balfour,,Ripplemead,,not reported,terrestrial indet.,
196534,89.699997,43.98,1,Induan,,252.17,251.2,CN,Jiucaiyuan,Cangfanggou,,Lystrosaurus,"""siliciclastic""",terrestrial indet.,
196535,25.610001,-32.175278,1,Early Triassic,,252.17,247.2,ZA,Katberg,Beaufort,,,not reported,terrestrial indet.,
196536,-104.681664,34.946388,1,Late Triassic,,237,201.3,US,,,,,not reported,terrestrial indet.,
196537,-101.449997,33.107777,7,Norian,,228,208.5,US,Cooper Canyon,Dockum,,,sandstone,"""channel""",
196545,8.504167,48.113335,1,Anisian,,247.2,242,DE,,Upper Buntsandstein,,,not reported,terrestrial indet.,
196551,23.78389,-31.92111,1,Wuchiapingian,,259.9,254.17,ZA,,,,Cistecephalus,not reported,terrestrial indet.,
196553,104.289719,24.782499,1,Anisian,,247.2,242,CN,Guanling,,,,"""limestone""",marine indet.,
196575,25.635834,-30.720833,1,Lopingian,,259.9,252.17,ZA,,,,Dicynodon,not reported,terrestrial indet.,
196576,27,-29.603333,1,Lopingian,,259.9,252.17,ZA,,,,Dicynodon,not reported,terrestrial indet.,
196577,24.538055,-31.759167,1,Lopingian,,259.9,252.17,ZA,,,,Dicynodon,not reported,terrestrial indet.,
196578,29.512501,-29.748333,1,Lopingian,,259.9,252.17,ZA,,,,Dicynodon,not reported,terrestrial indet.,
196579,24.986668,-31.353333,1,Lopingian,,259.9,252.17,ZA,,,,Dicynodon,not reported,terrestrial indet.,
196580,26.03861,-32.080833,1,Lopingian,Early Triassic,259.9,247.2,ZA,,,,Dicynodon,not reported,terrestrial indet.,
196588,29.498611,-26.315832,1,Early Triassic,,252.17,247.2,ZA,,,,Lystrosaurus,not reported,terrestrial indet.,
196589,19.589167,48.990276,1,Anisian,,247.2,242,SK,Gutenstein,,,,"""limestone""",marine indet.,
196600,-2.458333,41.136112,2,Longobardian,,242,235,ES,Royuela,upper Muschelkalk,,,marl,shallow subtidal indet.,
196634,-118.126663,40.50861,1,Spathian,,251.3,247.2,US,Prida,,,Prohungarites/Subcolumbites,not reported,marine indet.,
196651,-101.321587,32.180401,1,Late Triassic,,237,201.3,US,,Dockum,,,mudstone,terrestrial indet.,
196661,9.7475,46.628887,1,Ladinian,,242,237,CH,Prosanto,,,,not reported,marine indet.,
